report_number,local_case_number,agency_name,acrs_report_type,crash_date_time,hit_run,lane_number,number_of_lanes,nontraffic,off_road_description,at_fault,collision_type,weather,light,traffic_control,driver_substance_abuse,first_harmful_event,second_harmful_event,fixed_oject_struck,route_type,mile_point,mile_point_direction,lane_direction,direction,distance,distance_unit,road_grade,road_name,cross_street_type,cross_street_name,municipality,surface_condition,junction,intersection_type,intersection_area,road_alignment,road_condition,road_division,related_non_motorist,non_motorist_substance_abuse,lane_type
EJ7885003Z,230073178,Gaithersburg Police Depar,Injury Crash,2023-12-22T16:12:00.000,No,1,3,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,OTHER VEHICLE,Missing,Maryland (State),3.79,North,North,North,0.0,FEET,LEVEL,MONTGOMERY VILLAGE AVE,Municipality,RUSSELL AVE,GAITHERSBURG,DRY,INTERSECTION,FOUR-WAY INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP33510022,230073161,Montgomery County Police,Injury Crash,2023-12-22T15:28:00.000,No,1,2,No,Missing,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,Missing,Missing,County,0.0,East,North,East,900.0,FEET,LEVEL,BROADBIRCH DR,County,TECH RD,Missing,DRY,OTHER DRIVEWAY,OTHER,OTHER,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP3256002Q,230073160,Montgomery County Police,Property Damage Crash,2023-12-22T15:00:00.000,No,2,3,No,Missing,DRIVER,HEAD ON LEFT TURN,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,Missing,Missing,US (State),5.11,North,South,North,0.0,FEET,LEVEL,COLUMBIA PIKE,County,STEWART LA,Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP1378016R,230073158,Montgomery County Police,Property Damage Crash,2023-12-22T14:57:00.000,No,1,2,No,Missing,DRIVER,SAME DIR REAR END,CLOUDY,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Maryland (State),5.58,East,East,East,500.0,FEET,LEVEL,RIVER RD,County,SPUR WHEEL LA,Missing,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP2329002S,230073144,Montgomery County Police,Property Damage Crash,2023-12-22T13:45:00.000,No,1,3,No,Missing,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DAYLIGHT,NO CONTROLS,Missing,OTHER VEHICLE,Missing,Missing,Missing,0.0,Missing,West,East,100.0,FEET,LEVEL,W WATKINS MILL RD,Missing,I270 N OFF RAMP,Missing,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP2837005X,230073149,Montgomery County Police,Injury Crash,2023-12-22T13:45:00.000,No,1,2,No,Missing,DRIVER,SAME DIR REAR END,Missing,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,Missing,Missing,County,0.97,East,West,East,5.0,FEET,LEVEL,RANDOLPH RD,County,GALENA RD,Missing,DRY,Missing,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP209400N5,230073138,Montgomery County Police,Property Damage Crash,2023-12-22T13:04:00.000,No,2,2,No,Missing,DRIVER,HEAD ON LEFT TURN,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,Missing,Missing,County,3.43,North,East,North,0.0,FEET,LEVEL,SEVEN LOCKS RD,County,DEMOCRACY BLVD,Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP2667008Z,230073137,Montgomery County Police,Injury Crash,2023-12-22T13:00:00.000,Yes,0,2,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,Missing,"NONE DETECTED, UNKNOWN",OTHER VEHICLE,Missing,Missing,Maryland (State),6.95,North,South,North,20.0,FEET,LEVEL,WOODFIELD RD,County,SNOUFFERS SCHOOL RD,Missing,DRY,Missing,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,UNKNOWN
MCP3113005R,230073129,Montgomery County Police,Property Damage Crash,2023-12-22T12:15:00.000,No,2,2,No,Missing,DRIVER,HEAD ON LEFT TURN,CLEAR,DAYLIGHT,STOP SIGN,Missing,OTHER VEHICLE,Missing,Missing,County,0.51,East,South,East,0.0,FEET,LEVEL,BROADBIRCH DR,County,PLUM ORCHARD DR,Missing,DRY,INTERSECTION,T-INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",Missing,Missing,Missing
MCP3199005N,230073116,Montgomery County Police,Injury Crash,2023-12-22T11:29:00.000,No,1,2,No,Missing,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,Missing,Missing,County,1.42,West,West,West,300.0,FEET,LEVEL,BEL PRE RD,County,CONNECTICUT AVE,Missing,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED WITH A CONTINUOUS LEFT TURN",Missing,Missing,Missing
MCP2663000W,230073108,Montgomery County Police,Property Damage Crash,2023-12-22T11:04:00.000,No,3,3,No,Missing,DRIVER,SINGLE VEHICLE,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,FIXED OBJECT,Missing,LIGHT SUPPORT POLE,Maryland (State),3.27,North,South,South,50.0,FEET,LEVEL,GEORGIA AVE,County,REEDIE DR,Missing,DRY,INTERSECTION RELATED,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP27610057,230073106,Montgomery County Police,Property Damage Crash,2023-12-22T10:19:00.000,No,1,1,No,Missing,DRIVER,SINGLE VEHICLE,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,OVERTURN,Missing,Missing,Maryland (State),2.26,North,South,North,0.0,FEET,GRADE DOWNHILL,CLARKSBURG RD,County,WEST OLD BALTIMORE RD,Missing,DRY,INTERSECTION,ROUNDABOUT,INTERSECTION,OTHER,NO DEFECTS,OTHER,Missing,Missing,Missing
MCP28450089,230073103,Montgomery County Police,Injury Crash,2023-12-22T10:00:00.000,Yes,1,4,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,NO CONTROLS,"NONE DETECTED, UNKNOWN",OTHER VEHICLE,FIXED OBJECT,CONCRETE TRAFFIC BARRIER,Interstate (State),14.1,East,West,East,100.0,FEET,LEVEL,CAPITAL BELTWAY,Unknown,EXIT #28,Missing,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,ONE-WAY TRAFFICWAY,Missing,Missing,Missing
MCP27640030,230073094,Montgomery County Police,Property Damage Crash,2023-12-22T09:45:00.000,No,0,0,Yes,1800 OLD RANDOLPH ROAD PARKING LOT,DRIVER,OTHER,CLEAR,DAYLIGHT,Missing,Missing,PARKED VEHICLE,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
DD56520045,230073079,Rockville Police Departme,Property Damage Crash,2023-12-22T08:13:00.000,No,0,2,No,Missing,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Maryland (State),1.48,East,East,East,0.0,FEET,GRADE DOWNHILL,VEIRS MILL RD,County,TWINBROOK PKWY,Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,RIGHT TURN LANE
MCP913000H9,230073075,Montgomery County Police,Property Damage Crash,2023-12-22T08:03:00.000,No,1,1,No,Missing,DRIVER,SAME DIRECTION RIGHT TURN,CLEAR,DAYLIGHT,Missing,NONE DETECTED,PARKED VEHICLE,Missing,Missing,Maryland (State),0.28,North,North,South,45.0,FEET,LEVEL,FLOWER AVE,County,MAPLEWOOD AVE,Missing,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP3130006Z,230073072,Montgomery County Police,Injury Crash,2023-12-22T07:50:00.000,No,0,3,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,YIELD SIGN,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Maryland (State),1.24,East,South,East,5.0,FEET,LEVEL,UNIVERSITY BLVD W,Maryland (State),VEIRS MILL RD,Missing,DRY,INTERSECTION RELATED,FOUR-WAY INTERSECTION,ON RAMP ENTRANCE AREA,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,ACCELERATION LANE
MCP3113005Q,230073069,Montgomery County Police,Injury Crash,2023-12-22T07:15:00.000,No,2,3,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DAWN,TRAFFIC SIGNAL,Missing,OTHER VEHICLE,OTHER VEHICLE,Missing,Maryland (State),5.16,North,South,North,0.0,FEET,LEVEL,NEW HAMPSHIRE AVE,US (State),COLUMBIA PIKE,Missing,DRY,INTERSECTION,Y-INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP241100CK,230073065,Montgomery County Police,Property Damage Crash,2023-12-22T05:41:00.000,No,1,3,No,Missing,DRIVER,OTHER,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Maryland (State),1.48,East,East,East,0.0,FEET,LEVEL,VEIRS MILL RD,County,TWINBROOK PKWY,Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,Missing,STRAIGHT,NO DEFECTS,OTHER,Missing,Missing,Missing
MCP2401001X,230073067,Montgomery County Police,Injury Crash,2023-12-22T05:00:00.000,Yes,0,2,No,Missing,UNKNOWN,STRAIGHT MOVEMENT ANGLE,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,"NONE DETECTED, UNKNOWN",OTHER VEHICLE,Missing,Missing,County,0.37,East,West,East,0.0,FEET,LEVEL,RANDOLPH RD,County,PARKLAWN DR,Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,UNKNOWN
MCP3305002W,230073063,Montgomery County Police,Property Damage Crash,2023-12-22T04:22:00.000,No,1,2,No,Missing,DRIVER,SINGLE VEHICLE,CLEAR,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,FIXED OBJECT,Missing,CURB,Maryland (State),2.29,North,South,South,25.0,FEET,GRADE DOWNHILL,PINEY BRANCH RD,Other Public Roadway,KODIAK DR,Missing,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP33580012,230073057,Montgomery County Police,Property Damage Crash,2023-12-22T00:30:00.000,No,2,2,No,Missing,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DARK NO LIGHTS,FLASHING TRAFFIC SIGNAL,Missing,OTHER VEHICLE,Missing,Missing,Maryland (State),13.83,East,West,East,0.0,FEET,HILL UPHILL,RIVER RD,Maryland (State),GOLDSBORO RD,Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP33110026,230073049,Montgomery County Police,Property Damage Crash,2023-12-21T21:17:00.000,No,0,4,No,Missing,DRIVER,OTHER,CLEAR,DARK LIGHTS ON,NO CONTROLS,Missing,FIXED OBJECT,FIXED OBJECT,LIGHT SUPPORT POLE,Interstate (State),9.82,East,West,West,0.75,MILE,LEVEL,CAPITAL BELTWAY,County,SEMINARY RD,Missing,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,OFF ROAD
MCP31730035,230073035,Montgomery County Police,Property Damage Crash,2023-12-21T21:15:00.000,No,0,1,No,Missing,DRIVER,SINGLE VEHICLE,Missing,DARK LIGHTS ON,NO CONTROLS,ALCOHOL CONTRIBUTED,FIXED OBJECT,Missing,LIGHT SUPPORT POLE,County,0.06,West,West,West,0.0,FEET,HILL UPHILL,PEWTER LA,County,SOAPSTONE LA,Missing,DRY,Missing,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,OFF ROAD
MCP33530023,230073033,Montgomery County Police,Property Damage Crash,2023-12-21T20:25:00.000,Yes,0,1,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,"NONE DETECTED, UNKNOWN",OTHER VEHICLE,Missing,Missing,County,0.67,South,West,South,0.0,FEET,LEVEL,PARKLAND DR,County,ASPEN HILL RD,Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,LEFT TURN LANE
MCP3243001T,230073025,Montgomery County Police,Property Damage Crash,2023-12-21T19:24:00.000,Yes,0,0,Yes,"5520 RANDOLPH RD, ROCKVILLE, MD 20852",DRIVER,OTHER,CLEAR,DARK LIGHTS ON,NO CONTROLS,"NONE DETECTED, UNKNOWN",PARKED VEHICLE,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
MCP3145004K,230073010,Montgomery County Police,Property Damage Crash,2023-12-21T18:20:00.000,No,2,3,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DARK NO LIGHTS,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,Missing,Missing,US (State),4.5,North,South,North,450.0,FEET,LEVEL,COLUMBIA PIKE,County,OAK LEAF DR,Missing,DRY,Missing,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
EJ786600DB,230073007,Gaithersburg Police Depar,Property Damage Crash,2023-12-21T18:15:00.000,No,1,2,No,Missing,DRIVER,HEAD ON LEFT TURN,CLOUDY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,Missing,Missing,County,1.2,North,South,North,0.0,FEET,LEVEL,MUDDY BRANCH RD,County,DIAMONDBACK DR,Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP29670051,230073009,Montgomery County Police,Property Damage Crash,2023-12-21T18:07:00.000,No,4,4,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,"ILLEGAL DRUG PRESENT, N/A",OTHER VEHICLE,Missing,Missing,Maryland (State),2.22,North,North,North,0.0,FEET,LEVEL,CONNECTICUT AVE,County,JONES BRIDGE RD,Missing,DRY,INTERSECTION,FIVE-POINT OR MORE,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP3192004G,230073000,Montgomery County Police,Property Damage Crash,2023-12-21T17:31:00.000,No,0,0,Yes,PARKING LOT INFROT OF 2358 GLENMONT CIRCLE,DRIVER,OTHER,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,PARKED VEHICLE,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
MCP29360067,230073004,Montgomery County Police,Property Damage Crash,2023-12-21T17:30:00.000,No,1,2,No,Missing,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,Missing,Missing,County,1.71,North,West,North,0.0,FEET,LEVEL,MACARTHUR BLVD,County,WALHONDING RD,Missing,DRY,INTERSECTION,T-INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP3112006D,230073021,Montgomery County Police,Property Damage Crash,2023-12-21T17:15:00.000,No,2,2,No,Missing,UNKNOWN,SAME DIR REAR END,CLEAR,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,Missing,OTHER TRAFFIC BARRIER,Maryland (State),4.04,North,South,North,0.2,MILE,LEVEL,OLD GEORGETOWN RD,County,TUCKERMAN LA,Missing,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP3360001D,230072993,Montgomery County Police,Property Damage Crash,2023-12-21T16:56:00.000,No,1,2,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DAWN,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,Missing,Missing,County,0.73,North,North,North,0.1,MILE,LEVEL,MONTGOMERY VILLAGE AVE,County,STEDWICK RD,Missing,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",Missing,Missing,Missing
MCP33340025,230072994,Montgomery County Police,Property Damage Crash,2023-12-21T16:41:00.000,No,3,3,No,Missing,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Maryland (State),0.96,North,North,North,0.0,FEET,LEVEL,GEORGIA AVE,County,LUZERNE AVE,Missing,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",Missing,Missing,Missing
MCP23390092,230072990,Montgomery County Police,Property Damage Crash,2023-12-21T16:40:00.000,No,1,1,No,Missing,DRIVER,SINGLE VEHICLE,CLOUDY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,FIXED OBJECT,Missing,GUARDRAIL OR BARRIER,County,0.46,North,North,South,0.2,MILE,LEVEL,BALTIMORE RD,County,PARKVALE RD,Missing,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",Missing,Missing,Missing
EJ786600D9,230072987,Gaithersburg Police Depar,Property Damage Crash,2023-12-21T16:30:00.000,No,1,2,No,Missing,DRIVER,HEAD ON LEFT TURN,CLOUDY,DUSK,STOP SIGN,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Municipality,0.1,South,South,South,0.0,FEET,LEVEL,KENTLANDS BLVD,Municipality,TSCHIFFELY SQUARE RD,GAITHERSBURG,DRY,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP2832008Y,230073017,Montgomery County Police,Property Damage Crash,2023-12-21T16:21:00.000,Yes,0,0,Yes,"IFO 10116 RIVER ROAD, CHIPOTLE MEXICAN GRILL
IN THE PARKING LOT",DRIVER,SAME DIRECTION SIDESWIPE,CLOUDY,UNKNOWN,Missing,UNKNOWN,PARKED VEHICLE,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
MCP2552006X,230072976,Montgomery County Police,Injury Crash,2023-12-21T15:34:00.000,No,1,1,No,Missing,NONMOTORIST,OTHER,CLOUDY,DAYLIGHT,Missing,Missing,PEDESTRIAN,Missing,Missing,Maryland (State),0.47,East,West,West,15.0,FEET,LEVEL,FISHER AVE,Municipality,CATTAIL RD,POOLESVILLE,DRY,Missing,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",PEDESTRIAN,Missing,Missing
DM85000019,230072968,Takoma Park Police Depart,Property Damage Crash,2023-12-21T14:50:00.000,No,0,2,No,Missing,UNKNOWN,OTHER,CLOUDY,DAYLIGHT,Missing,Missing,OTHER VEHICLE,PARKED VEHICLE,Missing,County,0.05,West,South,West,0.0,FEET,LEVEL,MAPLEWOOD AVE,Maryland (State),FLOWER AVE,Missing,DRY,INTERSECTION,T-INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP30210078,230072967,Montgomery County Police,Injury Crash,2023-12-21T14:20:00.000,No,0,0,Yes,IFO 12044 CHERRY HILL ROAD IN PARKING LOT,DRIVER,STRAIGHT MOVEMENT ANGLE,Missing,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
MCP2438003L,230072950,Montgomery County Police,Injury Crash,2023-12-21T13:34:00.000,Yes,1,1,No,Missing,DRIVER,SAME DIR REAR END,CLOUDY,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Maryland (State),8.84,East,South,East,0.0,FEET,HILL UPHILL,CLOPPER RD,Other Public Roadway,ALLSPICE RD,Missing,DRY,INTERSECTION,T-INTERSECTION,Missing,Missing,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP15630093,230072939,Montgomery County Police,Injury Crash,2023-12-21T12:24:00.000,No,2,3,No,Missing,DRIVER,HEAD ON LEFT TURN,CLOUDY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Maryland (State),0.16,North,South,North,0.0,FEET,LEVEL,16TH ST,Maryland (State),EAST WEST HWY,Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP3378000V,230072935,Montgomery County Police,Property Damage Crash,2023-12-21T12:15:00.000,Yes,1,4,No,Missing,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,"NONE DETECTED, UNKNOWN",OTHER VEHICLE,Missing,Missing,Maryland (State),1.24,East,East,East,0.0,FEET,LEVEL,UNIVERSITY BLVD W,Maryland (State),VEIRS MILL RD,Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION RELATED,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP27710033,230072910,Montgomery County Police,Property Damage Crash,2023-12-21T09:55:00.000,No,1,2,No,Missing,UNKNOWN,SINGLE VEHICLE,CLOUDY,DAYLIGHT,TRAFFIC SIGNAL,Missing,OFF ROAD,FIXED OBJECT,CURB,Maryland (State),2.85,East,North,East,0.0,FEET,GRADE DOWNHILL,VEIRS MILL RD,County,PARKLAND DR,Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP235300CR,230072904,Montgomery County Police,Injury Crash,2023-12-21T09:27:00.000,No,1,2,No,Missing,DRIVER,SAME DIR REAR END,CLOUDY,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Maryland (State),3.734,North,South,North,0.0,FEET,LEVEL,OLD GEORGETOWN RD,Unknown,CROSSOVER,Missing,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP30100095,230072905,Montgomery County Police,Property Damage Crash,2023-12-21T08:15:00.000,Yes,0,0,Yes,PARKING LOT OF 10690 OLD GEORGETOWN RD,DRIVER,UNKNOWN,Missing,DAYLIGHT,NO CONTROLS,Missing,PARKED VEHICLE,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
MCP2764002Z,230072885,Montgomery County Police,Property Damage Crash,2023-12-21T08:12:00.000,No,1,1,No,Missing,DRIVER,SINGLE VEHICLE,CLEAR,DAYLIGHT,Missing,Missing,FIXED OBJECT,Missing,TREE SHRUBBERY,County,0.0,West,North,West,5.0,FEET,LEVEL,GOODHILL RD,County,VALLEYWOOD DR,Missing,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP27710032,230072890,Montgomery County Police,Injury Crash,2023-12-21T08:02:00.000,No,1,2,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,NO CONTROLS,Missing,OTHER VEHICLE,OTHER VEHICLE,Missing,County,0.18,South,South,South,25.0,FEET,HILL UPHILL,VEIRS MILL RD,County,EDGEBROOK RD,Missing,DRY,Missing,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP3348001Y,230072889,Montgomery County Police,Property Damage Crash,2023-12-21T08:02:00.000,No,1,2,No,Missing,UNKNOWN,SAME DIR REAR END,CLEAR,DAYLIGHT,Missing,NONE DETECTED,OTHER VEHICLE,OTHER VEHICLE,Missing,Maryland (State),2.85,East,East,East,0.19,MILE,HILL UPHILL,VEIRS MILL RD,County,GAYNOR RD,Missing,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP3378000T,230072878,Montgomery County Police,Property Damage Crash,2023-12-21T07:45:00.000,No,1,1,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,Missing,Missing,County,0.29,South,North,North,10.0,FEET,LEVEL,VALLEYWOOD DR,County,GOODHILL RD,Missing,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
