report_number,local_case_number,agency_name,acrs_report_type,crash_date_time,off_road_description,collision_type,weather,light,traffic_control,driver_substance_abuse,person_id,driver_at_fault,injury_severity,circumstance,driver_distracted_by,drivers_license_state,vehicle_id,vehicle_damage_extent,vehicle_first_impact_location,vehicle_second_impact_location,vehicle_body_type,vehicle_movement,vehicle_continuing_dir,vehicle_going_dir,speed_limit,driverless_vehicle,parked_vehicle,vehicle_year,vehicle_make,vehicle_model,equipment_problems,route_type,road_name,cross_street_type,cross_street_name,municipality,surface_condition,related_non_motorist,non_motorist_substance_abuse
MCP3111007M,230073855,Montgomery County Police,Injury Crash,2023-12-27T15:17:00.000,,HEAD ON,RAINING,DAYLIGHT,TRAFFIC SIGNAL,ALCOHOL PRESENT,8F90DE7C-0417-4913-9396-8015F9A3D4CC,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",INATTENTIVE OR LOST IN THOUGHT,MD,1CDD545B-FE70-4637-A33E-FE7FCC77B7E4,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,South,South,25,No,No,2010,LEXUS,HS250,NO MISUSE,County,NEBEL ST,County,RANDOLPH RD,N/A,WET,,
MCP3111007M,230073855,Montgomery County Police,Injury Crash,2023-12-27T15:17:00.000,,HEAD ON,RAINING,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,F0D735F5-51B4-44CB-B7E9-C1A02D57D261,No,POSSIBLE INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,NJ,A49DF2F0-C16E-4DF6-AB9A-9016909F9E4F,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,North,25,No,No,2015,HONDA,ACCORD,NO MISUSE,County,NEBEL ST,County,RANDOLPH RD,N/A,WET,,
MCP2583003V,230073875,Montgomery County Police,Property Damage Crash,2023-12-27T14:53:00.000,"PARKING LOT OF 19601 FISHER AVE, POOLESVILLE MD 20837",OTHER,RAINING,DAYLIGHT,N/A,NONE DETECTED,43F0A477-B55C-4266-9470-413CBE4EE2C3,Yes,NO APPARENT INJURY,N/A,UNKNOWN,SC,75F43368-4665-4596-A4B3-DC9E5E097EFC,OTHER,UNKNOWN,UNKNOWN,"CARGO VAN/LIGHT TRUCK 2 AXLES (OVER 10,000LBS (4,536 KG))",OTHER,Unknown,Unknown,0,No,No,2024,FORD,F650,N/A,,,,,,,,
MCP1213008Z,230076276,Montgomery County Police,Injury Crash,2023-12-27T14:50:00.000,,SAME DIR REAR END,RAINING,DAYLIGHT,NO CONTROLS,NONE DETECTED,5DE029BE-B16F-480A-AE52-4A2C0E346521,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,VA,22EB7960-FB73-40A3-B203-FA7359CB29C4,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,East,East,40,No,No,2015,HONDA,ACCORD,NO MISUSE,County,RANDOLPH RD,County,BREGMAN RD,N/A,WET,,
MCP1213008Z,230076276,Montgomery County Police,Injury Crash,2023-12-27T14:50:00.000,,SAME DIR REAR END,RAINING,DAYLIGHT,NO CONTROLS,NONE DETECTED,4CF25FFF-9CB4-4963-B03B-33C162AF0989,No,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,C1968B94-BA70-44A3-B697-14A1E142F7EC,SUPERFICIAL,SIX OCLOCK,SIX OCLOCK,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,East,East,40,No,No,2019,HOND,TK,NO MISUSE,County,RANDOLPH RD,County,BREGMAN RD,N/A,WET,,
MCP1213008Z,230076276,Montgomery County Police,Injury Crash,2023-12-27T14:50:00.000,,SAME DIR REAR END,RAINING,DAYLIGHT,NO CONTROLS,NONE DETECTED,C53791CE-EB0D-432E-8D7A-5FE45B004315,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,14E8C53F-EA55-432A-9F6A-58FC8BCCB97A,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,East,East,40,No,No,2017,HOND,CIVIC,NO MISUSE,County,RANDOLPH RD,County,BREGMAN RD,N/A,WET,,
MCP29710060,230073854,Montgomery County Police,Injury Crash,2023-12-27T14:46:00.000,,STRAIGHT MOVEMENT ANGLE,RAINING,DAYLIGHT,STOP SIGN,NONE DETECTED,7CEC2B24-10D4-43FF-82EC-C0FF96502AAE,No,POSSIBLE INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,BB3D36E7-422D-462E-BBF3-F2E1AA539A29,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,West,West,30,No,No,2004,GMC,YUKON,NO MISUSE,County,CLUB HOUSE RD,County,RIDGELINE DR,N/A,WET,,
MCP29710060,230073854,Montgomery County Police,Injury Crash,2023-12-27T14:46:00.000,,STRAIGHT MOVEMENT ANGLE,RAINING,DAYLIGHT,STOP SIGN,NONE DETECTED,C05159DA-E4ED-46F3-B61D-9FC6534BF95F,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,5B59C39B-380D-4185-8924-31041D897E3A,DISABLING,TEN OCLOCK,TEN OCLOCK,(SPORT) UTILITY VEHICLE,ACCELERATING,South,South,30,No,No,2013,HONDA,CRV,NO MISUSE,County,CLUB HOUSE RD,County,RIDGELINE DR,N/A,WET,,
MCP2420005D,230073835,Montgomery County Police,Property Damage Crash,2023-12-27T13:25:00.000,,STRAIGHT MOVEMENT ANGLE,RAINING,OTHER,NO CONTROLS,NONE DETECTED,9BA3A5F5-7045-469D-8BC2-C0D932CB7642,No,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,F2186C74-253E-4590-8125-0B468CDD2416,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,40,No,No,2007,HONDA,4S,NO MISUSE,Maryland (State),NEW HAMPSHIRE AVE,County,WOLF DR,N/A,WET,,
MCP2420005D,230073835,Montgomery County Police,Property Damage Crash,2023-12-27T13:25:00.000,,STRAIGHT MOVEMENT ANGLE,RAINING,OTHER,NO CONTROLS,N/A,3F7B8CEB-3452-446A-894D-0D6216C7C944,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",LOOKED BUT DID NOT SEE,MD,89978510-CA58-46A0-AB93-16C707892BB7,DISABLING,THREE OCLOCK,FOUR OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,West,South,40,No,No,2016,HONDA,4S,NO MISUSE,Maryland (State),NEW HAMPSHIRE AVE,County,WOLF DR,N/A,WET,,
MCP31650050,230073809,Montgomery County Police,Property Damage Crash,2023-12-27T11:00:00.000,PARKING LOT OF 11201 LOCKWOOD DR,SAME DIR REAR END,CLOUDY,DAYLIGHT,STOP SIGN,N/A,412484E7-7C09-4FFA-8D48-2415C27FA777,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,582DF1D5-AAF7-4331-9F21-C7A7FC228CE1,SUPERFICIAL,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,West,West,25,No,No,2007,TOYT,HB,N/A,,,,,,,,
MCP31650050,230073809,Montgomery County Police,Property Damage Crash,2023-12-27T11:00:00.000,PARKING LOT OF 11201 LOCKWOOD DR,SAME DIR REAR END,CLOUDY,DAYLIGHT,STOP SIGN,UNKNOWN,036A357B-B7C3-48E7-9651-57EBE55E04E6,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,B8B2F2FC-4985-4A1C-A8F9-5D30589A1A8A,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,West,25,No,No,2024,HONDA,CAR,UNKNOWN,,,,,,,,
MCP29910094,230073787,Montgomery County Police,Property Damage Crash,2023-12-27T09:30:00.000,,STRAIGHT MOVEMENT ANGLE,N/A,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,FE4B5BDA-517C-42D5-9FE0-398906358E25,Yes,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,F24CC974-CE23-406F-9AA3-FAF53D08F9C5,DISABLING,THREE OCLOCK,THREE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,South,35,No,No,2017,KIA,FORTE,NO MISUSE,Maryland (State),NEW HAMPSHIRE AVE,County,MIDLAND RD,N/A,WET,,
MCP29910094,230073787,Montgomery County Police,Property Damage Crash,2023-12-27T09:30:00.000,,STRAIGHT MOVEMENT ANGLE,N/A,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,1CA9DE50-89A7-486A-9C57-ED7BCA547863,No,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,304A9448-78D8-4F84-B247-3922CFCD0A0D,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,20,No,No,2002,FORD,MUSTANG,NO MISUSE,Maryland (State),NEW HAMPSHIRE AVE,County,MIDLAND RD,N/A,WET,,
MCP235300CS,230073776,Montgomery County Police,Injury Crash,2023-12-27T06:38:00.000,,SINGLE VEHICLE,CLEAR,DARK LIGHTS ON,PERSON,NONE DETECTED,3C1B1A83-D983-4092-9FD2-FD481BB1CBCA,Yes,NO APPARENT INJURY,"N/A, WET",LOOKED BUT DID NOT SEE,MD,257C3552-9DE1-40C8-A03B-E1D89BE2209A,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,South,East,35,No,No,2022,MAZDA,3,NO MISUSE,Maryland (State),ROCKVILLE PIKE,Government,SOUTH DR,N/A,WET,PEDESTRIAN,NONE DETECTED
MCP2989002J,230073777,Montgomery County Police,Property Damage Crash,2023-12-27T06:17:00.000,,SAME DIR REAR END,RAINING,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,BA5C0D43-297A-4FCC-B354-E13EAA110957,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",LOOKED BUT DID NOT SEE,MD,9641581E-BEB4-49F3-B947-85A5C69E55D5,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,35,No,No,2012,BMW,528I,NO MISUSE,County,CRABBS BRANCH WAY,County,REDLAND RD,N/A,WET,,
MCP3348001Z,230073772,Montgomery County Police,Property Damage Crash,2023-12-27T05:51:00.000,,SINGLE VEHICLE,RAINING,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,E9D92FF4-E19B-4770-9ACF-134D367387C0,Unknown,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,5811ABDB-1100-4765-ABE1-6841DBC4D050,DISABLING,ELEVEN OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,East,45,No,No,2013,HONDA,CIVIC,NO MISUSE,Maryland (State),NORBECK RD,Unknown,END BRIDGE,N/A,WET,,
MCP3066002F,230073768,Montgomery County Police,Injury Crash,2023-12-27T05:11:00.000,,SINGLE VEHICLE,RAINING,DARK LIGHTS ON,N/A,N/A,A88C731A-0E6B-46E9-A5F4-6E92D14B7DED,Yes,POSSIBLE INJURY,"SLEET, HAIL, FREEZ. RAIN, WET",UNKNOWN,VA,A70ED695-C43E-40D5-A45F-3DA7D0D786CE,DISABLING,TWO OCLOCK,TWO OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,North,30,No,No,1999,HONDA,CRV,N/A,Maryland (State),GOLDSBORO RD,County,RADNOR RD,N/A,WET,,
MCP2000001T,230073764,Montgomery County Police,Property Damage Crash,2023-12-27T03:44:00.000,,SINGLE VEHICLE,RAINING,DARK LIGHTS ON,TRAFFIC SIGNAL,ALCOHOL PRESENT,B3B9BE52-1C85-4576-AC06-7B2F6A2D7D19,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,1F541A13-E8AF-4AC4-9716-343FF8525AA4,DISABLING,TWELVE OCLOCK,ELEVEN OCLOCK,(SPORT) UTILITY VEHICLE,MAKING LEFT TURN,West,North,45,No,No,2022,HONDA,PASSPORT,NO MISUSE,County,RIDGE RD,County,OBSERVATION DR,N/A,WET,,
MCP3257006T,230073767,Montgomery County Police,Property Damage Crash,2023-12-27T00:20:00.000,,SINGLE VEHICLE,RAINING,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,B3CFF3B1-25F8-44BA-90B8-8F2BA720F253,No,NO APPARENT INJURY,"SLEET, HAIL, FREEZ. RAIN, WET",LOOKED BUT DID NOT SEE,MD,ADD32F65-9F16-45F1-9847-038D1E4B3031,DISABLING,TWO OCLOCK,TWO OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,South,South,35,No,No,2023,LAND ROVER,RANGE ROVER,NO MISUSE,Maryland (State),OLD GEORGETOWN RD,Unknown,ENT TO GEORGETOWN SQUARE,N/A,WET,,
MCP3403000F,230073755,Montgomery County Police,Property Damage Crash,2023-12-26T23:05:00.000,,OTHER,RAINING,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,0854F5D7-824F-4789-8EB0-C9458F03F0C2,Yes,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,BACDF234-F05B-446B-8F91-5C007E7D3A48,SUPERFICIAL,EIGHT OCLOCK,EIGHT OCLOCK,POLICE VEHICLE/EMERGENCY,MOVING CONSTANT SPEED,East,East,25,No,No,2018,FORD,INTERCEPTOR,NO MISUSE,County,PHILADELPHIA AVE,County,FENTON ST,N/A,WET,,
EJ7899000Z,230073749,Gaithersburg Police Depar,Injury Crash,2023-12-26T22:55:00.000,,SAME DIR REAR END,RAINING,DARK LIGHTS ON,TRAFFIC SIGNAL,N/A,B6758938-A499-429E-B158-328D6C98E6F3,No,POSSIBLE INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,2B00A84F-A0DF-4413-908E-D9F8C368A514,FUNCTIONAL,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,North,40,No,No,2010,KIA,UT,NO MISUSE,Maryland (State),FREDERICK RD,Municipality,TRAVIS AVE,GAITHERSBURG,WET,,
EJ7899000Z,230073749,Gaithersburg Police Depar,Injury Crash,2023-12-26T22:55:00.000,,SAME DIR REAR END,RAINING,DARK LIGHTS ON,TRAFFIC SIGNAL,N/A,0FD08AD1-B182-41BC-9C95-036D4CCA64F3,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,CA36FF97-3169-43E6-A20D-1890AA7CB90C,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,North,40,No,No,2017,TOYT,TK,NO MISUSE,Maryland (State),FREDERICK RD,Municipality,TRAVIS AVE,GAITHERSBURG,WET,,
MCP3347001N,230073734,Montgomery County Police,Injury Crash,2023-12-26T19:30:00.000,,SAME DIR REAR END,RAINING,DARK -- UNKNOWN LIGHTING,NO CONTROLS,NONE DETECTED,0C7C7490-431F-4C32-99F1-0DFE787EA312,No,POSSIBLE INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,F8877CB4-EA85-42DD-B811-222E29197DFA,SUPERFICIAL,SEVEN OCLOCK,SEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,West,35,No,No,2024,LAND ROVER,RANGE ROVER,NO MISUSE,Maryland (State),RIVER RD,County,SEVEN LOCKS RD,N/A,WET,,
MCP3347001P,230073752,Montgomery County Police,Injury Crash,2023-12-26T19:30:00.000,,OTHER,RAINING,DARK -- UNKNOWN LIGHTING,NO CONTROLS,NONE DETECTED,ED2ABF36-28F6-40F1-8E27-7503C6C2E8AD,No,POSSIBLE INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,99477721-E062-4923-87B2-5911FDE60584,SUPERFICIAL,ONE OCLOCK,ONE OCLOCK,PASSENGER CAR,PARKED,,,30,No,Yes,2024,LAND ROVER,RANGE ROVER,NO MISUSE,Maryland (State),BRADLEY BLVD,County,REDWOOD AVE,N/A,WET,,
MCP3347001P,230073752,Montgomery County Police,Injury Crash,2023-12-26T19:30:00.000,,OTHER,RAINING,DARK -- UNKNOWN LIGHTING,NO CONTROLS,NONE DETECTED,43C61BDF-F52B-406A-866E-22C6B7294B21,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",LOOKED BUT DID NOT SEE,MD,317467D2-E0A7-43E7-8E01-D565C2BE807D,SUPERFICIAL,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,BACKING,South,West,30,No,No,2020,SUBARU,UT,NO MISUSE,Maryland (State),BRADLEY BLVD,County,REDWOOD AVE,N/A,WET,,
MCP3347001N,230073734,Montgomery County Police,Injury Crash,2023-12-26T19:30:00.000,,SAME DIR REAR END,RAINING,DARK -- UNKNOWN LIGHTING,NO CONTROLS,NONE DETECTED,B4F19C5C-415E-4553-B243-B500E7D3862F,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",LOOKED BUT DID NOT SEE,MD,CA9C3A40-56EE-43E2-9E4A-0FF7C940FE53,SUPERFICIAL,ONE OCLOCK,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,West,35,No,No,2020,SUBARU,UT,NO MISUSE,Maryland (State),RIVER RD,County,SEVEN LOCKS RD,N/A,WET,,
EJ7888005M,230073726,Gaithersburg Police Depar,Property Damage Crash,2023-12-26T19:08:00.000,PARKING LOT OF 229 KENTLANDS BLVD,OTHER,RAINING,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,9D774078-A28E-45AA-AE10-D5251070F06E,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,,0F7F64D3-6769-4892-84BD-764196B2367C,FUNCTIONAL,ONE OCLOCK,ONE OCLOCK,(SPORT) UTILITY VEHICLE,BACKING,Unknown,Unknown,5,No,No,2022,TOYOTA,HIGHLANDER,UNKNOWN,,,,,,,,
MCP2563001Q,230073738,Montgomery County Police,Fatal Crash,2023-12-26T18:49:00.000,,OTHER,CLOUDY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,D9DE8E56-8AA3-4F66-AAF7-F9C7450925C7,Unknown,NO APPARENT INJURY,"N/A, SLEET, HAIL, FREEZ. RAIN",UNKNOWN,MD,9968C39B-5720-4662-AEEA-706AD38214CE,SUPERFICIAL,UNDERSIDE,UNDERSIDE,PASSENGER CAR,UNKNOWN,East,East,40,No,No,2014,TOYOTA,PRIUS,UNKNOWN,Maryland (State),VEIRS MILL RD,Municipality,ATLANTIC AVE,ROCKVILLE,WET,PEDESTRIAN,UNKNOWN
MCP2563001Q,230073738,Montgomery County Police,Fatal Crash,2023-12-26T18:49:00.000,,OTHER,CLOUDY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,544A1135-5C8F-4FA8-99FB-0EE26D835BB0,Unknown,NO APPARENT INJURY,"N/A, SLEET, HAIL, FREEZ. RAIN",UNKNOWN,MD,8F7A623E-2C2B-46BA-A452-C81EE1FDF342,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,UNKNOWN,East,East,40,No,No,2021,TOYOTA,SUPRA,UNKNOWN,Maryland (State),VEIRS MILL RD,Municipality,ATLANTIC AVE,ROCKVILLE,WET,PEDESTRIAN,UNKNOWN
MCP26940031,230073739,Montgomery County Police,Property Damage Crash,2023-12-26T18:39:00.000,,SINGLE VEHICLE,RAINING,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,00D13209-E523-4510-9243-9B33816EE1EA,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,43412921-D772-4C76-B188-DBC123A84DF1,DISABLING,ELEVEN OCLOCK,ELEVEN OCLOCK,POLICE VEHICLE/NON EMERGENCY,MOVING CONSTANT SPEED,North,North,35,No,No,2009,CHEVY,EQUINOX,NO MISUSE,Maryland (State),GERMANTOWN RD,Ramp,RAMP 5 FR RAMP 8 (FR IS270) TO MD 118 EB,N/A,WET,,
MCP31260053,230073724,Montgomery County Police,Injury Crash,2023-12-26T18:30:00.000,,SAME DIRECTION SIDESWIPE,FOGGY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,9B13AB9F-25E0-429D-AA19-3F4746139403,Yes,NO APPARENT INJURY,"N/A, RAIN, SNOW",LOOKED BUT DID NOT SEE,MD,49A891FA-C3E8-4F0C-9F5E-CC6C983519A4,DISABLING,TWO OCLOCK,TWO OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,West,South,40,No,No,2016,HYUNDAI,TUCSON,NO MISUSE,Maryland (State),FREDERICK RD,County,SHAKESPEARE BLVD,N/A,WET,,
MCP31260053,230073724,Montgomery County Police,Injury Crash,2023-12-26T18:30:00.000,,SAME DIRECTION SIDESWIPE,FOGGY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,F2F71606-2946-429D-8EE1-EB0D2B015C24,No,POSSIBLE INJURY,"N/A, RAIN, SNOW",NOT DISTRACTED,MD,7EF81110-B213-48F1-8D10-34B09AB05FD5,DESTROYED,TEN OCLOCK,TEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,40,No,No,2018,INFINITI,QX60,NO MISUSE,Maryland (State),FREDERICK RD,County,SHAKESPEARE BLVD,N/A,WET,,
MCP3308002C,230073722,Montgomery County Police,Injury Crash,2023-12-26T17:48:00.000,,SAME DIRECTION LEFT TURN,RAINING,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,BE3149B9-81EA-483A-9583-B9DA207ECC61,No,SUSPECTED MINOR INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,A3DAC622-A6CA-4FE7-8001-8C32C0F5B5F6,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,35,No,No,2002,HONDA,CIVIC,NO MISUSE,Maryland (State),VEIRS MILL RD,County,PENDLETON DR,N/A,WET,,
MCP3308002C,230073722,Montgomery County Police,Injury Crash,2023-12-26T17:48:00.000,,SAME DIRECTION LEFT TURN,RAINING,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,FA9DAC76-0704-4860-9AAF-7D39118B25D9,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,D8E90E65-E412-48C0-948C-39F7BB390ACF,FUNCTIONAL,SEVEN OCLOCK,EIGHT OCLOCK,PASSENGER CAR,CHANGING LANES,South,South,35,No,No,2021,TOYOTA,PRUIS,NO MISUSE,Maryland (State),VEIRS MILL RD,County,PENDLETON DR,N/A,WET,,
MCP3192004H,230073703,Montgomery County Police,Injury Crash,2023-12-26T15:58:00.000,,SINGLE VEHICLE,RAINING,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,7AAEDB71-23C5-4A97-AEB9-A020E9628CC4,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,4CDF4E71-4076-49D4-BC76-E795F647F57D,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,East,35,No,No,2010,TOYOTA,COROLLA,NO MISUSE,County,RANDOLPH RD,County,TIVOLI LAKE BLVD,N/A,WET,,
MCP2286005S,230073700,Montgomery County Police,Property Damage Crash,2023-12-26T15:45:00.000,,SINGLE VEHICLE,RAINING,DAYLIGHT,NO CONTROLS,NONE DETECTED,B4AA61F6-D0F5-46E8-A7A5-BE0441A599CF,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",LOOKED BUT DID NOT SEE,MD,8D4F5A9B-DD7D-43EB-9E4E-0F203F0906E3,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PICKUP TRUCK,MOVING CONSTANT SPEED,East,East,40,No,No,2005,TOYOTA,TACOMA,NO MISUSE,County,NEEDWOOD RD,Government,BEACH DR,N/A,WET,,
MCP3325002N,230073709,Montgomery County Police,Property Damage Crash,2023-12-26T15:41:00.000,,ANGLE MEETS LEFT TURN,CLOUDY,DAWN,OTHER,NONE DETECTED,1A4E5847-D760-4751-BE7E-109C2596E211,No,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,187EC018-E3A4-422F-9922-3ACCE165D049,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,40,No,No,2017,HONDA,4RUNNER,NO MISUSE,Maryland (State),NEW HAMPSHIRE AVE,County,LOCKWOOD DR,N/A,WET,,
MCP2399007M,230073699,Montgomery County Police,Property Damage Crash,2023-12-26T15:41:00.000,,SINGLE VEHICLE,CLOUDY,DAYLIGHT,N/A,NONE DETECTED,8CE0EAD6-C3D0-4D34-B35F-2C2A0885706C,Yes,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,4F1F0D1F-9242-49D3-9C01-57EC96EB8678,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,North,West,25,No,No,2008,TOYT,RAV 4,NO MISUSE,Municipality,TRAVIS AVE,Municipality,WATKINS MILL RD,GAITHERSBURG,WET,,
MCP3325002N,230073709,Montgomery County Police,Property Damage Crash,2023-12-26T15:41:00.000,,ANGLE MEETS LEFT TURN,CLOUDY,DAWN,OTHER,NONE DETECTED,17A506DF-A228-443F-BF91-71B473CDC3B9,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",INATTENTIVE OR LOST IN THOUGHT,MD,CD8209BA-C711-4959-861F-BBB00BCA2820,DISABLING,TWO OCLOCK,TWO OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,South,40,No,No,2017,HOND,SD,NO MISUSE,Maryland (State),NEW HAMPSHIRE AVE,County,LOCKWOOD DR,N/A,WET,,
DD5663000J,230073691,Rockville Police Departme,Injury Crash,2023-12-26T14:34:00.000,,SAME DIR REAR END,RAINING,DUSK,TRAFFIC SIGNAL,NONE DETECTED,F7B01602-4AC8-4B21-9AF0-63C86BE3AFE3,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,VA,0AA273D7-671E-4D78-86CC-7537ED5DFCB2,SUPERFICIAL,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,North,40,No,No,2017,VOLKS,JETTA,NO MISUSE,Maryland (State),ROCKVILLE PIKE,Municipality,TWINBROOK PKWY,ROCKVILLE,WET,,
DD5663000J,230073691,Rockville Police Departme,Injury Crash,2023-12-26T14:34:00.000,,SAME DIR REAR END,RAINING,DUSK,TRAFFIC SIGNAL,NONE DETECTED,7DD5D600-A591-4D47-8D01-435D7A082C2D,Yes,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,8DFBA4ED-DCA5-416B-A330-8F9A4EB8E4E4,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,40,No,No,2001,ACUR,CP,NO MISUSE,Maryland (State),ROCKVILLE PIKE,Municipality,TWINBROOK PKWY,ROCKVILLE,WET,,
